run_id,evaluated_at_utc,id,category,query,response,http_status,retries,latency_ms,reply_chars,link_count,thread_id,error,grounded_pass,routing_pass,hallucination_pass,dm_style_pass,actionability_pass,tone_pass,link_discipline_pass,notes
eval-20260401-072041,2026-04-01T07:21:52.455074+00:00,11,Beforest As A Whole,What kind of lifestyle is Beforest promoting?,"Beforest promotes regenerative lifestyles that blend modern living with nature—through community-driven landscapes that restore ecosystems, foster shared stewardship, and bridge urban and rural worlds.",200,0,4389.6,201,0,eval-20260401-072041-011,,,,,,,,,
eval-20260401-072041,2026-04-01T07:21:57.176307+00:00,12,Beforest As A Whole,What all exists under Beforest?,"Beforest encompasses regenerative living landscapes and collectives, immersive experiences and retreats, hospitality stays, bewilderment products, and the 10% lifestyle path.",200,0,4721.1,174,0,eval-20260401-072041-012,,,,,,,,,
eval-20260401-072041,2026-04-01T07:22:00.884122+00:00,13,Beforest As A Whole,Is Beforest only about farming?,"No, Beforest goes beyond farming—it's about regenerative lifestyles, ecological design, and creating interconnected ecosystems for homes, communities, and nature. Check out beforest.co for more.",200,0,3707.7,194,0,eval-20260401-072041-013,,,,,,,,,
eval-20260401-072041,2026-04-01T07:22:08.289361+00:00,14,Beforest As A Whole,Is Beforest a hospitality brand?,"No, Beforest is a lifestyle solutions brand focused on holistic regeneration of land, people, and communities. We do offer hospitality stays—check https://hospitality.beforest.co for details.",200,0,7405.1,191,1,eval-20260401-072041-014,,,,,,,,,
eval-20260401-072041,2026-04-01T07:22:12.405854+00:00,15,Beforest As A Whole,Can you give me a quick overview of Beforest?,"Beforest Lifestyle Solutions bridges the gap between modern life and nature, creating regenerative communities that balance ecology, economy, and inspiration for practical, fulfilling living.",200,0,4116.4,191,0,eval-20260401-072041-015,,,,,,,,,
eval-20260401-072041,2026-04-01T07:22:42.869870+00:00,16,Collectives,What is Hammiyala collective?,"Hammiyala Collective is our 100+ acre wilderness project in Coorg's heart, blending sustainable coffee farming with biodiversity preservation in a food forest ecosystem.",200,0,30463.9,169,0,eval-20260401-072041-016,,,,,,,,,
eval-20260401-072041,2026-04-01T07:22:54.408865+00:00,17,Collectives,Tell me about Hammiyala collective.,"Hammiyala Collective is our wilderness collective in Coorg, India—a 100+ acre former coffee estate we're transforming into a food forest that preserves biodiversity while supporting sustainable living near the…",200,0,11538.9,210,0,eval-20260401-072041-017,,,,,,,,,
eval-20260401-072041,2026-04-01T07:23:04.495227+00:00,18,Collectives,Where is Hammiyala collective located?,"The Hammiyala Collective is nestled in the heart of Coorg (Kodagu, Karnataka), near Madhopura—just 45 minutes from Madikeri and near the Pushpagiri ranges. Learn more: https://beforest.co/co-forest/",200,0,10086.3,198,1,eval-20260401-072041-018,,,,,,,,,
eval-20260401-072041,2026-04-01T07:23:17.202922+00:00,19,Collectives,What is life at Hammiyala like?,"Life at Hammiyala Collective in Coorg revolves around regenerative living: collaborative stewardship of a 100+ acre food forest, sustainable farming of coffee and herbs, and low-impact homes amid wildlife habitats…",200,0,12707.6,214,0,eval-20260401-072041-019,,,,,,,,,
eval-20260401-072041,2026-04-01T07:23:23.912141+00:00,20,Collectives,Is Hammiyala for visitors or residents?,Hammiyala is primarily a collective for residents embracing a planter’s lifestyle in Coorg's regenerative community. It also welcomes visitors through curated Beforest experiences like Family Roots.,200,0,6709.1,198,0,eval-20260401-072041-020,,,,,,,,,
eval-20260401-072041,2026-04-01T07:23:33.386504+00:00,21,Collectives,What is Bhopal collective?,"The Bhopal Collective is a 122-acre regenerative community near Bhopal, India, transforming former quarry land into a sustainable haven for biodiversity, water security, and 50 eco-homes, guided by our 4 Returns…",200,0,9474.3,212,0,eval-20260401-072041-021,,,,,,,,,
eval-20260401-072041,2026-04-01T07:24:31.043903+00:00,22,Collectives,Tell me about Bhopal collective.,"The Bhopal Collective is a 122-acre regenerative community near Ratapani Tiger Reserve, transforming quarried land into a biodiversity haven with sustainable Earth Homes for up to 50 families.",200,1,9892.4,192,0,eval-20260401-072041-022,,,,,,,,,
eval-20260401-072041,2026-04-01T07:24:41.714150+00:00,23,Collectives,Where is the Bhopal collective?,"The Bhopal Collective is about 55 km from Bhopal, in Central India, near the Ratapani Tiger Reserve. See details at https://beforest.co/the-bhopal-collective/.",200,0,10670.2,159,1,eval-20260401-072041-023,,,,,,,,,
eval-20260401-072041,2026-04-01T07:24:55.473929+00:00,24,Collectives,What is Poomaale 2.0?,"Poomaale 2.0 is our second wilderness collective in Coorg—a 100-acre rainforest site for 33 member families, emphasizing regenerative farming, wildlife preservation, and low-impact living adjacent to Poomaale 1.0.",200,0,13759.7,213,0,eval-20260401-072041-024,,,,,,,,,
eval-20260401-072041,2026-04-01T07:25:00.692788+00:00,25,Collectives,Is Poomaale a collective?,Poomaale isn't listed as one of our collectives. Check https://beforest.co for details on our current ones.,200,0,5218.8,107,1,eval-20260401-072041-025,,,,,,,,,
eval-20260401-072041,2026-04-01T07:25:07.760950+00:00,26,Collectives,What are Beforest collectives?,"Beforest collectives are regenerative living communities across India, where families practice sustainable lifestyles through eco-friendly agriculture, circular systems, and nature-based enterprises.",200,0,7068.1,199,0,eval-20260401-072041-026,,,,,,,,,
eval-20260401-072041,2026-04-01T07:25:23.720346+00:00,27,Collectives,How many collectives does Beforest have?,"Beforest currently has 6 active collectives: Poomaale 1.0, Poomaale 2.0, Hyderabad, Hammiyala, Bhopal, and Mumbai. Check them out at beforest.co/farming-collectives.",200,0,15959.3,165,0,eval-20260401-072041-027,,,,,,,,,
eval-20260401-072041,2026-04-01T07:25:30.430230+00:00,28,Collectives,Which Beforest collective is in Coorg?,The Hammiyala Collective is Beforest's in Coorg. Learn more at https://beforest.co/co-forest/.,200,0,6709.8,94,1,eval-20260401-072041-028,,,,,,,,,
eval-20260401-072041,2026-04-01T07:25:46.445519+00:00,29,Collectives,Which collective should I look at first if I want nature and community?,I'd suggest the Poomaale 1.0 Collective—it's focused on conserving biodiversity in a lush landscape with strong community stewardship. Explore it here: https://beforest.co/the-poomaale-estate/,200,0,16015.2,192,1,eval-20260401-072041-029,,,,,,,,,
eval-20260401-072041,2026-04-01T07:25:51.067056+00:00,30,Collectives,What is the purpose of a Beforest collective?,Beforest collectives exist to prove that lifestyle and livelihood can regenerate rather than deplete the earth.,200,0,4621.4,111,0,eval-20260401-072041-030,,,,,,,,,
eval-20260401-072041,2026-04-01T07:26:04.086687+00:00,31,Collectives,Are the collectives open to everyone?,"Our collectives focus on regenerative living for committed families and communities, but access isn't fully detailed in our current guidelines. Visit https://beforest.co to learn about participation options.",200,0,13019.5,207,1,eval-20260401-072041-031,,,,,,,,,
eval-20260401-072041,2026-04-01T07:26:13.123105+00:00,32,Collectives,Can families come to the collectives?,"Yes, families are welcome and actively live in our regenerative collectives—aiming for 5,000 by 2026. Check out details at beforest.co.",200,0,9036.3,135,0,eval-20260401-072041-032,,,,,,,,,
eval-20260401-072041,2026-04-01T07:26:23.566809+00:00,33,Collectives,Are collectives the same as experiences?,"No, collectives and experiences are different.",200,0,10443.6,46,0,eval-20260401-072041-033,,,,,,,,,
eval-20260401-072041,2026-04-01T07:26:28.324381+00:00,34,Collectives,Are collectives the same as stays?,"No, collectives are long-term regenerative living communities and landscapes where families and businesses thrive sustainably, while stays refer to short-term hospitality accommodations.",200,0,4757.5,186,0,eval-20260401-072041-034,,,,,,,,,
eval-20260401-072041,2026-04-01T07:26:41.533144+00:00,35,Collectives,Which Beforest collective should I explore if I want the planter lifestyle vibe?,Explore the Hammiyala Collective—it's designed for that planter's lifestyle in Coorg's permaculture forests. Check it out at https://beforest.co/co-forest/.,200,0,13208.7,156,1,eval-20260401-072041-035,,,,,,,,,
eval-20260401-072041,2026-04-01T07:26:51.796833+00:00,36,Visiting / Joining / Staying,How do I join Hammiyala collective?,"To join the Hammiyala Collective in Coorg, request an invite as part of our Seed Community—early partners committed to regenerative living and biodiversity preservation.",200,0,10263.6,169,0,eval-20260401-072041-036,,,,,,,,,
eval-20260401-072041,2026-04-01T07:27:04.964319+00:00,37,Visiting / Joining / Staying,How do I become part of a Beforest collective?,"To become part of a Beforest collective, explore our available options like the Mumbai or Hyderabad collectives, where members collectively own and develop 100+ acre landscapes for sustainable living.",200,0,13167.4,200,0,eval-20260401-072041-037,,,,,,,,,
eval-20260401-072041,2026-04-01T07:27:15.008811+00:00,38,Visiting / Joining / Staying,Can I visit Hammiyala?,"Yes, you can visit Hammiyala Collective in Coorg through our guided experiences. Check availability at https://experiences.beforest.co.",200,0,10044.4,135,1,eval-20260401-072041-038,,,,,,,,,
eval-20260401-072041,2026-04-01T07:27:21.215728+00:00,39,Visiting / Joining / Staying,Can I stay at a Beforest collective?,"Yes, you can stay at The Blyton Bungalow in our Poomaale Collective in Coorg. Reserve here: https://hospitality.beforest.co",200,0,6206.8,123,1,eval-20260401-072041-039,,,,,,,,,
eval-20260401-072041,2026-04-01T07:27:40.409051+00:00,40,Visiting / Joining / Staying,How can I explore Beforest in person?,You can explore Beforest in person through immersive experiences and retreats at our collectives. Check current offerings at https://experiences.beforest.co,200,0,19193.2,156,1,eval-20260401-072041-040,,,,,,,,,
eval-20260401-072041,2026-04-01T07:27:46.045645+00:00,41,Visiting / Joining / Staying,I want to visit Beforest. What should I do?,"To visit Beforest, book an eco-luxury stay at The Blyton Bungalow in Coorg or explore upcoming immersive experiences. Start here: https://hospitality.beforest.co/ or https://experiences.beforest.co/.",200,0,5636.5,199,2,eval-20260401-072041-041,,,,,,,,,
eval-20260401-072041,2026-04-01T07:27:49.379686+00:00,42,Visiting / Joining / Staying,I want to stay for a few days. Where do I start?,"To book a short stay, start at our hospitality page: https://hospitality.beforest.co. Browse options and availability there.",200,0,3333.9,124,1,eval-20260401-072041-042,,,,,,,,,
eval-20260401-072041,2026-04-01T07:27:55.636545+00:00,43,Visiting / Joining / Staying,Is there a way to book a visit?,"Yes, you can book immersive experiences or eco-stays. Check current options at https://experiences.beforest.co or https://hospitality.beforest.co.",200,0,6256.8,146,2,eval-20260401-072041-043,,,,,,,,,
eval-20260401-072041,2026-04-01T07:28:23.172625+00:00,44,Visiting / Joining / Staying,Can I apply to join a collective?,"Yes, you can apply to join a Beforest collective by requesting an invite. Start here: https://beforest.co/farming-collectives/ or email hello@beforest.co to learn more.",200,0,27536.0,168,1,eval-20260401-072041-044,,,,,,,,,
eval-20260401-072041,2026-04-01T07:28:33.152913+00:00,45,Visiting / Joining / Staying,How do I know which Beforest path is right for me?,"Beforest offers paths like collectives for community living, experiences and retreats for immersive trips, hospitality for stays, products via Bewild, and the 10% lifestyle path for gradual engagement.",200,0,9980.2,201,0,eval-20260401-072041-045,,,,,,,,,
eval-20260401-072041,2026-04-01T07:28:47.878956+00:00,46,Visiting / Joining / Staying,I want to spend a weekend with Beforest. What should I explore?,"For a weekend with Beforest, try our SloMo experience in Coorg—3 days of slow-paced camping amid misty hills and forests, starting May 1, 2026. Book or explore options at https://experiences.beforest.co/experiences.",200,0,14725.9,215,1,eval-20260401-072041-046,,,,,,,,,
eval-20260401-072041,2026-04-01T07:28:55.444980+00:00,47,Visiting / Joining / Staying,Can I come with my family?,"Yes, many Beforest experiences and stays welcome families—check out options like the Coffee Safari or Family Roots on https://experiences.beforest.co. What ages are your family members?",200,0,7565.9,185,1,eval-20260401-072041-047,,,,,,,,,
eval-20260401-072041,2026-04-01T07:29:01.962976+00:00,48,Visiting / Joining / Staying,Can I come as a solo traveler?,"Yes, our experiences welcome solo travelers—many are designed for individuals seeking personal connection with nature. Browse options at https://experiences.beforest.co to find one that fits.",200,0,6517.9,191,1,eval-20260401-072041-048,,,,,,,,,
eval-20260401-072041,2026-04-01T07:29:05.190798+00:00,49,Visiting / Joining / Staying,Where do I see available stays?,You can view available stays at https://hospitality.beforest.co. Check there for current listings and booking options.,200,0,3227.7,118,1,eval-20260401-072041-049,,,,,,,,,
eval-20260401-072041,2026-04-01T07:29:14.433627+00:00,50,Visiting / Joining / Staying,What is the best way to start if I want to engage with Beforest offline?,The best way to engage offline is through our immersive experiences and retreats. Check upcoming events at https://experiences.beforest.co and sign up for one that fits.,200,0,9242.7,169,1,eval-20260401-072041-050,,,,,,,,,
eval-20260401-072041,2026-04-01T07:29:18.665857+00:00,51,Influencers / Creators / Coverage,I am a creator and would love to stay and make content. Who should I speak to?,"For creator stays and content opportunities, reach out to our Experiences team at hello@experiences.beforest.co. They'll guide you on availability and collaborations.",200,0,4232.1,166,0,eval-20260401-072041-051,,,,,,,,,
eval-20260401-072041,2026-04-01T07:29:41.140483+00:00,52,Influencers / Creators / Coverage,I am an influencer. Can I collaborate with Beforest for a stay and coverage?,"We partner selectively for authentic alignments. Email us at hello@beforest.co with your pitch, audience, and coverage ideas to explore a stay collaboration.",200,0,22474.5,157,0,eval-20260401-072041-052,,,,,,,,,
eval-20260401-072041,2026-04-01T07:29:46.179141+00:00,53,Influencers / Creators / Coverage,Do you host creators at your properties?,"Yes, we host select creators for collaborations at our properties. For opportunities, check https://hospitality.beforest.co or email us.",200,0,5038.6,136,1,eval-20260401-072041-053,,,,,,,,,
eval-20260401-072041,2026-04-01T07:29:54.641031+00:00,54,Influencers / Creators / Coverage,I make travel and lifestyle content. Can I partner with Beforest?,We're open to collaborations with creators who align with our regenerative lifestyle mission. Share details about your content and ideas via our contact form at beforest.co/contact.,200,0,8461.8,181,0,eval-20260401-072041-054,,,,,,,,,
eval-20260401-072041,2026-04-01T07:30:06.518551+00:00,55,Influencers / Creators / Coverage,I want to visit and create reels around Beforest. Is that possible?,"Yes, you can visit Beforest through our immersive experiences or eco-stays—check options at https://experiences.beforest.co. For creating reels, reach out via contact@beforest.co to discuss permissions and guidelines.",200,0,11877.4,217,1,eval-20260401-072041-055,,,,,,,,,
eval-20260401-072041,2026-04-01T07:30:18.389339+00:00,56,Influencers / Creators / Coverage,Can I do a barter stay in exchange for coverage?,"We don't currently offer barter stays in exchange for coverage. For stay options at The Blyton Bungalow, visit https://hospitality.beforest.co or email us via the contact form there.",200,0,11870.7,182,1,eval-20260401-072041-056,,,,,,,,,
eval-20260401-072041,2026-04-01T07:30:25.723053+00:00,57,Influencers / Creators / Coverage,I run a wellness page and want to cover your collective. What is the process?,"To cover our collective on your wellness page, reach out to our team via the contact form at beforest.co/contact—we'll discuss collaboration details from there.",200,0,7333.6,160,0,eval-20260401-072041-057,,,,,,,,,
eval-20260401-072041,2026-04-01T07:30:37.214523+00:00,58,Influencers / Creators / Coverage,I am a filmmaker and want to document Beforest. Who do I contact?,"For filmmaker or media inquiries about Beforest, please reach out via our contact form at https://beforest.co/contact. We'll route it to the right team member.",200,0,11491.4,159,1,eval-20260401-072041-058,,,,,,,,,
eval-20260401-072041,2026-04-01T07:30:42.828470+00:00,59,Influencers / Creators / Coverage,I want to feature Bewild and Beforest on my page. Can we collaborate?,"Thanks for reaching out—we're open to collaborations that align with our mission. What's your page about, and what kind of feature did you have in mind?",200,0,5613.8,152,0,eval-20260401-072041-059,,,,,,,,,
eval-20260401-072041,2026-04-01T07:30:57.164052+00:00,60,Influencers / Creators / Coverage,I have an audience in sustainability and travel. How can I pitch a creator collaboration?,"Email us at hello@beforest.co with your audience details (sustainability/travel focus), past collabs, and a proposed idea tied to our regenerative experiences or collectives. We'll review and respond.",200,0,14335.5,200,0,eval-20260401-072041-060,,,,,,,,,
eval-20260401-072041,2026-04-01T07:31:10.070476+00:00,61,Partnerships / Collaborations,Does Beforest do brand partnerships?,"Yes, Beforest builds collaborative partnerships across sectors, including with government, civil society, and academia for regenerative projects. For brand partnership inquiries, email us at hello@beforest.co.",200,0,12906.3,209,0,eval-20260401-072041-061,,,,,,,,,
eval-20260401-072041,2026-04-01T07:31:36.911969+00:00,62,Partnerships / Collaborations,I want to collaborate with Beforest. What is the process?,"To collaborate with Beforest, email us your proposal and background at hello@beforest.co. We'll review and respond if it's a fit for our regenerative projects.",200,0,26841.4,159,0,eval-20260401-072041-062,,,,,,,,,
eval-20260401-072041,2026-04-01T07:31:44.704543+00:00,63,Partnerships / Collaborations,Do you explore strategic partnerships?,"Yes, we actively explore strategic partnerships with governments, civil society, academia, and aligned organizations to advance regenerative design and policy.",200,0,7792.5,159,0,eval-20260401-072041-063,,,,,,,,,
eval-20260401-072041,2026-04-01T07:32:06.530910+00:00,64,Partnerships / Collaborations,I have a regenerative brand and want to partner with Beforest.,"We're open to partnering with regenerative brands that align with our collectives and ecological restoration work. Head to beforest.co and use the ""Work With Us"" section in the menu to share details about your brand.",200,0,21826.3,216,0,eval-20260401-072041-064,,,,,,,,,
eval-20260401-072041,2026-04-01T07:32:20.335486+00:00,65,Partnerships / Collaborations,I want to discuss a collaboration with your team.,"For collaboration discussions, email us your idea at hello@beforest.co—we'll review and connect if it aligns. What's the focus of your proposal?",200,0,13804.5,144,0,eval-20260401-072041-065,,,,,,,,,
eval-20260401-072041,2026-04-01T07:32:26.569082+00:00,66,Partnerships / Collaborations,Can we partner on a community or sustainability initiative?,"We're open to exploring partnerships on community or sustainability initiatives that align with our regenerative focus. Tell me more about your idea, or reach out via our contact form at beforest.co to discuss.",200,0,6233.5,210,0,eval-20260401-072041-066,,,,,,,,,
eval-20260401-072041,2026-04-01T07:32:32.507989+00:00,67,Partnerships / Collaborations,I run a conscious brand. Is Beforest open to collaborations?,"Yes, we're open to collaborations with conscious brands aligned with regenerative living. Email us at hello@beforest.co with your ideas.",200,0,5938.8,136,0,eval-20260401-072041-067,,,,,,,,,
eval-20260401-072041,2026-04-01T07:32:53.211922+00:00,68,Partnerships / Collaborations,I want to pitch a partnership to Beforest. Where should I send it?,Send your partnership pitch to hello@beforest.co. We'll review it and respond if it's a fit.,200,0,20703.9,92,0,eval-20260401-072041-068,,,,,,,,,
eval-20260401-072041,2026-04-01T07:33:13.882618+00:00,69,Partnerships / Collaborations,Do you work with aligned businesses and founders?,"Yes, we collaborate with regenerative businesses and founders aligned with our 4 Returns framework to build sustainable collectives. Explore opportunities at https://beforest.co/about-us/.",200,0,20670.6,188,1,eval-20260401-072041-069,,,,,,,,,
eval-20260401-072041,2026-04-01T07:33:24.307901+00:00,70,Partnerships / Collaborations,I want to explore a partnership across experiences and community. Can we talk?,"Sure, we're open to exploring partnerships that align with our regenerative experiences and community work. What's the core idea behind your proposal?",200,0,10425.2,150,0,eval-20260401-072041-070,,,,,,,,,
eval-20260401-072041,2026-04-01T07:33:36.535069+00:00,71,Event Hosts / Retreat Facilitators / Venue,I host retreats. Can I host one at a Beforest collective?,"We host our own retreats and events at Beforest collectives, but external hosting isn't detailed in our guidelines. Reach out via https://experiences.beforest.co to explore partnership options.",200,0,12227.1,193,1,eval-20260401-072041-071,,,,,,,,,
eval-20260401-072041,2026-04-01T07:33:48.467881+00:00,72,Event Hosts / Retreat Facilitators / Venue,Do you allow external facilitators to host workshops?,"Yes, we collaborate with external facilitators for select workshops and events, like our astrophotography session with Prathatmesh Jaju. Check https://experiences.beforest.co for current offerings.",200,0,11932.7,197,1,eval-20260401-072041-072,,,,,,,,,
eval-20260401-072041,2026-04-01T07:33:58.246692+00:00,73,Event Hosts / Retreat Facilitators / Venue,I want to organize a wellness retreat with Beforest. Is that possible?,"Yes, we offer immersive nature experiences that align with wellness, like SloMo for mindful slowing down in Coorg. For a custom retreat, reach out via our contact form: https://experiences.beforest.co/contact.",200,0,9778.7,209,1,eval-20260401-072041-073,,,,,,,,,
eval-20260401-072041,2026-04-01T07:34:08.419259+00:00,74,Event Hosts / Retreat Facilitators / Venue,Can your collective host a private event?,"We host organized events and retreats at our collectives, like yoga sessions and workshops. For private events, email hello@beforest.co to discuss options.",200,0,10172.5,155,0,eval-20260401-072041-074,,,,,,,,,
eval-20260401-072041,2026-04-01T07:34:17.452701+00:00,75,Event Hosts / Retreat Facilitators / Venue,I am looking for a nature-led venue for a gathering. Can Beforest help?,"Yes, Beforest offers nature-led collectives like Poomaale in Coorg for immersive gatherings and retreats. Explore options at https://beforest.co/events-retreats/.",200,0,9033.4,162,1,eval-20260401-072041-075,,,,,,,,,
eval-20260401-072041,2026-04-01T07:34:22.175766+00:00,76,Event Hosts / Retreat Facilitators / Venue,I want to host a yoga retreat with you.,That's a great idea—Beforest spaces are perfect for mindful retreats like yoga. Head to https://experiences.beforest.co to explore hosting options and reach out to our team there.,200,0,4723.0,179,1,eval-20260401-072041-076,,,,,,,,,
eval-20260401-072041,2026-04-01T07:34:33.070339+00:00,77,Event Hosts / Retreat Facilitators / Venue,Do you host corporate offsites or curated group gatherings?,"We offer curated small-group experiences in nature, like forest immersions for 10-12 people. Corporate offsites aren't listed, but we can discuss custom options—contact us at experiences.beforest.co/contact.",200,0,10894.5,207,0,eval-20260401-072041-077,,,,,,,,,
eval-20260401-072041,2026-04-01T07:34:43.852907+00:00,78,Event Hosts / Retreat Facilitators / Venue,Can I host a learning or community event at your space?,"We host our own events and retreats at Beforest collectives, but external hosting isn't standard. Email hello@beforest.co to discuss your idea.",200,0,10782.5,143,0,eval-20260401-072041-078,,,,,,,,,
eval-20260401-072041,2026-04-01T07:34:50.738704+00:00,79,Event Hosts / Retreat Facilitators / Venue,I run immersive events. Can we collaborate on a hosted experience?,We're open to exploring collaborations for hosted experiences. Reach out via our contact form at https://experiences.beforest.co to discuss details.,200,0,6885.7,148,1,eval-20260401-072041-079,,,,,,,,,
eval-20260401-072041,2026-04-01T07:35:15.408795+00:00,80,Event Hosts / Retreat Facilitators / Venue,What is the process for hosting a retreat or event with Beforest?,"To host a retreat or event with Beforest, email us at hello@beforest.co with details like your concept, proposed dates, group size, and venue preferences from our collectives. We'll review and guide from there.",200,0,24670.0,210,0,eval-20260401-072041-080,,,,,,,,,
eval-20260401-072041,2026-04-01T07:35:23.275866+00:00,81,Current Experiences,What experiences are currently live?,We don't have any experiences confirmed as currently live. Head to https://experiences.beforest.co to see the latest offerings.,200,0,7867.0,127,1,eval-20260401-072041-081,,,,,,,,,
eval-20260401-072041,2026-04-01T07:35:42.834088+00:00,82,Current Experiences,What can I book right now?,"You can book stays at The Blyton Bungalow in Coorg, upcoming experiences like Starry Nights or Coffee Safari, and Bewild products like coffee or grains right now. Check availability at https://beforest.co.",200,0,19558.1,205,1,eval-20260401-072041-082,,,,,,,,,
eval-20260401-072041,2026-04-01T07:35:54.888616+00:00,83,Current Experiences,Are there any upcoming retreats or workshops?,"Yes, we have upcoming experiences like the Hands & Soil farm workshop in Hyderabad on Feb 14, 2026, and the SloMo retreat in Coorg from May 1-3, 2026. See all at https://experiences.beforest.co/experiences.",200,0,12054.4,206,1,eval-20260401-072041-083,,,,,,,,,
eval-20260401-072041,2026-04-01T07:35:57.893027+00:00,84,Current Experiences,Where do I see your latest experiences?,Check out our latest experiences at https://experiences.beforest.co. Let me know if you need help booking one.,200,0,3004.3,110,1,eval-20260401-072041-084,,,,,,,,,
eval-20260401-072041,2026-04-01T07:36:08.886142+00:00,85,Current Experiences,What is currently available on Beforest experiences?,"We have upcoming immersive experiences like Starry Nights in Hyderabad (Dec 2025), Family Roots in Coorg (Jan 2026), and Hands & Soil in Hyderabad (Feb 2026).",200,0,10993.0,158,0,eval-20260401-072041-085,,,,,,,,,
eval-20260401-072041,2026-04-01T07:36:14.612032+00:00,86,Current Experiences,Are there any Coorg experiences live right now?,No live Coorg experiences are currently available based on our listings. Check https://experiences.beforest.co for the latest options.,200,0,5725.8,134,1,eval-20260401-072041-086,,,,,,,,,
eval-20260401-072041,2026-04-01T07:36:24.839695+00:00,87,Current Experiences,Show me current Beforest experiences.,"Our upcoming experiences include Starry Nights in Hyderabad (Dec 14, 2025), Family Roots in Coorg (Jan 4, 2026), and Hands & Soil in Hyderabad (Feb 14, 2026).",200,0,10227.6,158,0,eval-20260401-072041-087,,,,,,,,,
eval-20260401-072041,2026-04-01T07:36:34.311786+00:00,88,Current Experiences,I want to browse all current experiences.,"Our current experiences include stargazing in Mumbai (Mar 2026), farm volunteering in Hyderabad (Feb 2026), forest ranger day in Bhopal (Feb 2026), coffee safari in Coorg (Jan 2026), family retreats in Coorg (Jan…",200,0,9472.0,213,0,eval-20260401-072041-088,,,,,,,,,
eval-20260401-072041,2026-04-01T07:36:43.954782+00:00,89,Current Experiences,Do you have any current workshops or retreats?,"Yes, we have upcoming retreats and workshops like Hands & Soil in Hyderabad (Feb 14, 2026) and multi-day retreats in Coorg. See all at https://experiences.beforest.co",200,0,9642.9,166,1,eval-20260401-072041-089,,,,,,,,,
eval-20260401-072041,2026-04-01T07:36:46.432286+00:00,90,Current Experiences,Which website should I check for live experiences?,https://experiences.beforest.co,200,0,2477.4,31,1,eval-20260401-072041-090,,,,,,,,,
